เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน
'0105526022187,บริษัท อาหารยอดคุณ จำกัด,USEFUL FOOD COMPANY LIMITED,ผลิตและจำหน่ายอาหารสำเร็จรูป ขนมขบเคี้ยว คุกกี้ส่งออกสินค้าสำเร็จรูป ขนมขบเคี้ยว คุกกี้,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,9 ถนนนิมิตใหม่ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,ยังดำเนินกิจการอยู่,1/6/2526,1 มิถุนายน 2526,660000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.facebook.com/yodkhunfood,,https://www.dataforthai.com/company/0105526022187/,,,,,www.facebook.com/yodkhunfood,,,,
'0105548146911,บริษัท อำพลฟูดส์ แอนด์ เบเวอเรจ จำกัด,AMPOL FOOD AND BEVERAGE COMPANY LIMITED,ประกอบกิจการค้าและผลิตอาหารสด อาหารแห้ง อาหารสำเร็จรูป,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,392/55 ซอยปรีชา ถนนมหาราช แขวงพระบรมมหาราชวัง เขตพระนคร กรุงเทพมหานคร 10200,ยังดำเนินกิจการอยู่,8/11/2548,8 พฤศจิกายน 2548,100000000,,,False,,,,https://www.dataforthai.com/company/0105548146911/,,,,,,,,,
'0105536035087,บริษัท เอส. บี. ฟู้ด จำกัด,S.B.FOOD COMPANY LIMITED,ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากแป้ง เช่น ข้าวเกรียบ มักกะโรนี,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,139 หมู่ที่6 ถนนบ้านบึง - แกลง ตำบลวังจันทร์ อำเภอวังจันทร์ จ.ระยอง 21210,ยังดำเนินกิจการอยู่,24/3/2536,24 มีนาคม 2536,120000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105536035087/,,,,,,,,,
'0735561002388,บริษัท กรุงเทพไอซ์ จำกัด,KRUNGTHEP ICE COMPANY LIMITED,การผลิตน้ำแข็งเพื่อบริโภค,การผลิตน้ำแข็งเพื่อการบริโภค,157/7 หมู่ที่ 6 ตำบลคลองใหม่ อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,26/3/2561,26 มีนาคม 2561,170000000,,,False,,,,https://www.dataforthai.com/company/0735561002388/,,,,,,,,,
'0495558000224,บริษัท เกียรติมุกดา พรีเมี่ยมไอซ์ จำกัด,KIATMUKDA PREMIUM ICE COMPANY LIMITED,ประกอบกิจการโรงน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,99/9 หมู่บ้าน คำอาฮวน หมู่ที่ 1 ตำบลคำอาฮวน อำเภอเมืองมุกดาหาร จ.มุกดาหาร 49000,ยังดำเนินกิจการอยู่,17/6/2558,17 มิถุนายน 2558,67000000,,,False,,,,https://www.dataforthai.com/company/0495558000224/,,,,,,,,,
'0105547076073,บริษัท โคคุโบะ ร็อกไอซ์ (ประเทศไทย) จำกัด,KOKUBO ROCK ICE (THAILAND) COMPANY LIMITED,ผลิตน้ำแข็งประเภทซอง น้ำแข็งเกล็ด น้ำแข็งแผ่น,การผลิตน้ำแข็งเพื่อการบริโภค,88 หมู่ที่ 16 นิคมอุตสาหกรรมบางปะอิน ถนนอุดมสรยุทธ ตำบลบางกระสั้น อำเภอบางปะอิน จ.พระนครศรีอยุธยา 13160,ยังดำเนินกิจการอยู่,7/6/2547,7 มิถุนายน 2547,300000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105547076073/,,,,,,,,,
'0105554036235,บริษัท ชนะชัย หลอดและซอง จำกัด,SICHOL ICE COMPANY LIMITED,ประกอบกิจการโรงงานผลิตน้ำแข็งหลอดและซองประกอบกิจการรับออกแบบตกแต่งฉาก เวที แสงสี,การผลิตน้ำแข็งเพื่อการบริโภค,525 หมู่ที่ 7 ถนนสุขุมวิท ตำบลบางปูใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,11/3/2554,11 มีนาคม 2554,34000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105554036235/,,,,,,,,,
'0115556001731,บริษัท ชัยกิติวัฒน์ น้ำแข็งหลอดและซอง จำกัด,CHAIKITIWAT NAMKHANGLOUDANDSONG COMPANY LIMITED,ประกอบกิจการโรงงานผลิตน้ำแข็งหลอดและซอง,การผลิตน้ำแข็งเพื่อการบริโภค,335/25 หมู่ที่ 9 ตำบลบางโฉลง อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,23/1/2556,23 มกราคม 2556,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0115556001731/,,,,,,,,,
'0115545006019,บริษัท ชัยนิวัฒน์ น้ำแข็งหลอดและซอง จำกัด,,ประกอบกิจการผลิตและจำหน่ายน้ำแข็งหลอดและซอง,การผลิตน้ำแข็งเพื่อการบริโภค,78/2 หมู่ที่ 3 ตำบลบางครุ อำเภอพระประแดง จ.สมุทรปราการ 10130,ยังดำเนินกิจการอยู่,9/7/2545,9 กรกฎาคม 2545,40000000,,,False,,,,https://www.dataforthai.com/company/0115545006019/,,,,,,,,,
'0135551003468,บริษัท ต.ธนวรรณ ไอซ์ กรุ๊ป จำกัด,"T.TANAWAN ICE GROUP CO.,LTD.",การผลิตน้ำแข็ง,การผลิตน้ำแข็งเพื่อการบริโภค,99 หมู่ที่ 11 ถนนเลียบคลองสาม (ตะวันออก) ตำบลคลองสาม อำเภอคลองหลวง จ.ปทุมธานี 12120,ยังดำเนินกิจการอยู่,2/4/2551,2 เมษายน 2551,80000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0135551003468/,,,,,,,,,
'0105546047517,บริษัท ตั้งเจริญมีนบุรี จำกัด,TANGCHAROEN MINBURI COMPANY LIMITED,,การผลิตน้ำแข็งเพื่อการบริโภค,"291,291/1 ถนนเจริญพัฒนา แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510",ยังดำเนินกิจการอยู่,21/4/2546,21 เมษายน 2546,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105546047517/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
